epoch,lr,train_total,train_seg,train_dice,train_ce,train_diff,train_conf,train_mri,train_w_conf,val_total,val_seg,val_dice,val_ce,val_diff,val_conf,val_mri,val_w_conf
1,9.999383162408304e-05,0.7229589828089171,0.7037232893354752,0.15589851280286526,0.4279607560120377,0.07603556315104167,0.0,1.1632148961518325,0.0,0.6665655311610964,0.6479074858956867,0.2708742746928676,0.34094389428695043,0.02998725043402778,0.0,1.5659609739979108,0.0
2,9.997532801828658e-05,0.6375470230392382,0.6240372322353662,0.15411564608880693,0.27025825077412174,0.018219652362898284,0.0,1.1687614951063605,0.0,0.599424679742919,0.5798157329360644,0.4442800121621878,0.22398982784814306,0.02645297580295139,0.0,1.6963880858487552,0.0
3,9.994449374809851e-05,0.5853852304757811,0.571521347878026,0.26921841791796236,0.17860315222950543,0.015668382831648283,0.0,1.2297189840499092,0.0,0.5667152995864551,0.544616162776947,0.3636074619365989,0.19845186935530768,0.009989590115017362,0.0,2.1100143760442736,0.0
4,9.990133642141359e-05,0.5496498926013124,0.5339663555224736,0.2660977874014995,0.12007123813325284,0.010968586042815564,0.0,1.4586801772900657,0.0,0.5061308936940299,0.4821869381599956,0.47893847308253684,0.10457057182987531,0.007087198893229166,0.0,2.323523887991905,0.0
5,9.98458666866564e-05,0.5188283383261924,0.500149221221606,0.29996132371942474,0.0849115017947613,0.011546475279564952,0.0,1.7524392577216905,0.0,0.48209695600801045,0.456249514553282,0.429764764402191,0.11257944057385126,0.007204352484809028,0.0,2.5126994121405812,0.0
6,9.9778098230154e-05,0.49052440676034664,0.4687410471193931,0.3071351267298877,0.06168453441750185,0.011895213407628677,0.0,2.0593816892773495,0.0,0.43359600007534027,0.40440537424551115,0.48005971333483494,0.07708718703231877,0.008453877766927083,0.0,2.834535256690449,0.0
7,9.9698047772759e-05,0.4654951286666534,0.4411676115849439,0.31648664956307937,0.04910660871103698,0.011515119964001225,0.0,2.3176010007367416,0.0,0.36893390723400643,0.336339470744133,0.5788667960997878,0.04778041066601872,0.010825602213541667,0.0,3.1512153989738887,0.0
8,9.96057350657239e-05,0.43059653148931615,0.4046027346568949,0.3501380938144983,0.04094074206317172,0.01318060183057598,0.0,2.4675793624391744,0.0,0.32448990361558067,0.2971338617718882,0.5896850634469755,0.047760290375703736,0.007102203369140625,0.0,2.6645830733908547,0.0
9,9.950118288582787e-05,0.40611925762073664,0.38296577828187567,0.3552983477447367,0.039662575501692936,0.011151482077205883,0.0,2.2038402685932086,0.0,0.3167341682232089,0.29484261141883,0.5359985310170385,0.05774501013931715,0.011091783311631945,0.0,2.078228532605701,0.0
10,9.938441702975689e-05,0.38470026773272775,0.36405161511079936,0.36494791596142095,0.036411614790924036,0.012755569757199756,0.0,1.9373058551082425,0.0,0.2504411904762189,0.228360361730059,0.6553326969240543,0.044882148014019345,0.01459316677517361,0.0,2.062179250187344,0.0
11,9.925546630773869e-05,0.3719653460471069,0.3547115645426161,0.3706808818790411,0.03661502100271629,0.01214444029564951,0.0,1.6039261020866096,0.0,0.24193548444244597,0.22598849808176358,0.6377495855624207,0.048506790490096645,0.010425991482204862,0.0,1.4904153890079923,0.0
12,9.911436253643444e-05,0.3545991564790408,0.3396407991063361,0.39240956121381226,0.03649136573350167,0.01089612175436581,0.0,1.386879779690621,0.0,0.23143676368312704,0.21746699255373741,0.654817603004386,0.05280843862500559,0.008653428819444444,0.0,1.310438587764899,0.0
13,9.896114053108829e-05,0.3576197430783627,0.34441700251955615,0.37645822930449013,0.035989017822031004,0.012159399892769608,0.0,1.1986921612246364,0.0,0.2260373965733581,0.2146105254896813,0.6484303903674138,0.05250932557003883,0.009644741482204861,0.0,1.0462324620948897,0.0
14,9.879583809693738e-05,0.3480028775831064,0.3367098875782069,0.393714682611911,0.03959491143343222,0.010387585209865196,0.0,1.025414699140717,0.0,0.2304641243484285,0.22006902022080288,0.6321773287717043,0.046454817480278306,0.007221561008029514,0.0,0.9672824629478984,0.0
15,9.861849601988384e-05,0.3439564056840597,0.33317095747619285,0.4060432394066115,0.036463139964382885,0.010689350202971813,0.0,0.9716450983694955,0.0,0.24566534674829907,0.2366169724199507,0.6064236170127708,0.06275500594120886,0.008417765299479166,0.0,0.8206577180160417,0.0
16,9.842915805643157e-05,0.34362488248768974,0.3334876904154525,0.3950013996544696,0.03789219286974163,0.011303321987974877,0.0,0.9006662318227338,0.0,0.2089204714116123,0.19961511354065603,0.67347566056843,0.049191023607272656,0.014131673177083333,0.0,0.7892267615430885,0.0
17,9.822787092288992e-05,0.3496432103947097,0.3397358434895674,0.3881166036150712,0.03856628023301407,0.012451710420496323,0.0,0.8662186786824582,0.0,0.23509349636733531,0.22340739011350605,0.6293086740731197,0.06274536082896197,0.007721455891927084,0.0,1.0914043594565657,0.0
18,9.801468428384718e-05,0.32754296133039046,0.31885754460213234,0.41707848617959403,0.035819215711900124,0.008339466768152573,0.0,0.7851494165027842,0.0,0.19573240561617744,0.18761402413042055,0.6909401479626394,0.049840230241210925,0.006204732259114583,0.0,0.7497932472990618,0.0
19,9.778965073991652e-05,0.32715439929389484,0.31854182816311427,0.4254170801157003,0.037648848794382433,0.008698018391927083,0.0,0.7742790527203504,0.0,0.2122927125543356,0.20300822524974743,0.6547700131131621,0.048178475600434464,0.008375040690104167,0.0,0.844723576017552,0.0
20,9.75528258147577e-05,0.3300173279555405,0.32164859303510657,0.41524014624057476,0.03702231319849471,0.008756779689414828,0.0,0.7493214716513952,0.0,0.22713944444225895,0.21706047921131055,0.6390128523748633,0.06430702993012448,0.007568359375,0.0,0.9322108166085349,0.0
21,9.730426794137729e-05,0.33759066417228945,0.32947524787456384,0.3944258802920174,0.03499204178521063,0.00803384219898897,0.0,0.7311979590385568,0.0,0.20509834844205116,0.19755445670129523,0.6728614398718634,0.053340994865478324,0.0073922051323784725,0.0,0.680464535454909,0.0
22,9.70440384477113e-05,0.317398554247384,0.30953500470256107,0.44714788087853125,0.03714631525925178,0.0073279436896829045,0.0,0.7130833891384741,0.0,0.20002782980187073,0.19216435458511114,0.6788538602759068,0.05151027631234481,0.005175357394748264,0.0,0.7345853877564271,0.0
23,9.67722015414934e-05,0.3267107898113774,0.3186540838915343,0.42105496206225956,0.037507955781777624,0.007810555252374387,0.0,0.7275655571152182,0.0,0.19119239360507992,0.1835495019538535,0.6948269129634499,0.051586672299567406,0.0063568115234375,0.0,0.7007172532793549,0.0
24,9.64888242944126e-05,0.317777540702738,0.31015380029292666,0.4379412377703509,0.039301459095326674,0.007499156278722426,0.0,0.6873925080194193,0.0,0.18569509368389844,0.17910649873730208,0.702881506866672,0.05360279656726764,0.006468031141493056,0.0,0.5941707448826896,0.0
25,9.619397662556436e-05,0.3237545063682631,0.31607286535641727,0.4283703014085238,0.03905408941369102,0.008003055348115809,0.0,0.6881379687610795,0.0,0.20430658873584534,0.196697270963341,0.6789015972155323,0.060087198858188154,0.007341172960069444,0.0,0.6875189430597756,0.0
26,9.588773128419907e-05,0.3259962479346523,0.31840286197907786,0.4208658420726492,0.03901858906713588,0.00747988831763174,0.0,0.6845384327804341,0.0,0.1818171504057116,0.17435487295604415,0.710827711559377,0.050871563826674696,0.0053751627604166664,0.0,0.6924701270957788,0.0
27,9.557016383177228e-05,0.32285892669768895,0.31573635969384045,0.43635392310574495,0.03687311296931048,0.005699486825980392,0.0,0.6552682398142768,0.0,0.19420066482077042,0.186946254534026,0.6890214308918042,0.05522751603986965,0.005079566107855903,0.0,0.6746463384893205,0.0
28,9.524135262330099e-05,0.3130811534091538,0.3056272472236671,0.4422259692474801,0.030247343808814015,0.006962869681564032,0.0,0.6757557807307617,0.0,0.1817149637473954,0.17463265867489908,0.7084084889127149,0.04475300267481038,0.008540598551432292,0.0,0.6227971928815047,0.0
29,9.49013787880308e-05,0.31510366582695176,0.3076815950008584,0.444978388582471,0.033941628030337526,0.008076267616421568,0.0,0.6614389897561541,0.0,0.19032391040689414,0.1824894956830475,0.6991581621306846,0.05328043551869794,0.005617607964409722,0.0,0.7272764557351669,0.0
30,9.455032620941841e-05,0.317699126044617,0.3103928726531711,0.44311400416968133,0.03830523993446167,0.007519276936848959,0.0,0.6554373027062883,0.0,0.2028613967821002,0.19767309659057195,0.6704642442294083,0.05536615673271525,0.006687079535590278,0.0,0.451960520280732,0.0
31,9.418828150443471e-05,0.3217108924307075,0.314419065218638,0.42952386830463424,0.03565230871917105,0.00860730339499081,0.0,0.6431085800715521,0.0,0.24292167754222949,0.23365904337002172,0.6044985638617005,0.06219497698346256,0.007942369249131944,0.0,0.8468455630044143,0.0
32,9.381533400219321e-05,0.3143614195579407,0.3070349606740124,0.4419597382908025,0.03307974419939473,0.007939611696729474,0.0,0.6532577284556977,0.0,0.18563963067200448,0.17921468393049306,0.7018551999496089,0.04709645120051897,0.006010776095920139,0.0,0.582365566988786,0.0
33,9.343157572190959e-05,0.31318236026985974,0.3059738161809304,0.44883305285237146,0.0354266801327992,0.007590454699946385,0.0,0.64495743431297,0.0,0.185865724997388,0.17843080248890653,0.7021372923038598,0.05032664262754325,0.00548646714952257,0.0,0.6886379818949434,0.0
34,9.303710135019721e-05,0.3086236714148054,0.3010864364750245,0.4541797543114371,0.03369346360419763,0.007672418332567402,0.0,0.6769965687511014,0.0,0.18169124223705796,0.17350451464040412,0.7106926216881366,0.04538272087294091,0.0111419677734375,0.0,0.7072518540753259,0.0
35,9.263200821770464e-05,0.3084031475744411,0.3011915948241949,0.456860431384219,0.03502126466060587,0.00815446143056832,0.0,0.6396157392538061,0.0,0.17688265951971213,0.16985104480344387,0.7181817815535598,0.04259949068849286,0.006988525390625,0.0,0.6332794126537111,0.0
36,9.221639627510079e-05,0.30912873882289027,0.302065773008793,0.45862073566710326,0.03340427059413153,0.006437907499425552,0.0,0.6419205401457992,0.0,0.19355912471397055,0.1851694801201423,0.6877562884241343,0.050247210716285434,0.005008188883463541,0.0,0.788870048440165,0.0
37,9.179036806841354e-05,0.31582935624847225,0.3090622760136338,0.4411044231951861,0.03434987721095026,0.006552752326516544,0.0,0.6111743625472573,0.0,0.17879702642353046,0.17329794390954906,0.7143325607383552,0.053930526938185924,0.0050746493869357635,0.0,0.49916005430536137,0.0
38,9.135402871372811e-05,0.31305188906251213,0.30602238098634227,0.4444967867413413,0.03741070854011923,0.007555284687117034,0.0,0.6274005634527581,0.0,0.1805115339967112,0.174814739326636,0.7118551313932716,0.05518029655472168,0.006596204969618056,0.0,0.5037010629557901,0.0
39,9.09074858712512e-05,0.31037836435670946,0.30355230779478365,0.44840212793609907,0.031574678770723,0.0071197509765625,0.0,0.6114074288337839,0.0,0.18125231149089005,0.1741202881042328,0.7108653103763064,0.05143124913318186,0.006987338595920139,0.0,0.6433212831616402,0.0
40,9.04508497187474e-05,0.3128728854232559,0.3057843077635648,0.4507625573656461,0.034149008617946404,0.007935093898399203,0.0,0.6295020146989355,0.0,0.17609776854515075,0.16818816013013324,0.7223627439417628,0.04667291853434613,0.007523939344618056,0.0,0.7157287522322602,0.0
41,8.998423292435457e-05,0.3131391166179788,0.30607215263972093,0.4391937579829716,0.033838308067289276,0.007089412913602941,0.0,0.6358014190021684,0.0,0.16703902639241683,0.1596292295286225,0.7359841757350498,0.04536062899989904,0.007330830891927083,0.0,0.6676611434254381,0.0
42,8.950775061878454e-05,0.31477912986541495,0.30791324005261356,0.44533489129100107,0.03533453788027235,0.007547056908700981,0.0,0.6111253980035876,0.0,0.17948868833482265,0.1728936659068697,0.7108749517173063,0.048483769929346936,0.006879340277777778,0.0,0.5907275164292918,0.0
43,8.902152036691652e-05,0.3008323388502878,0.2938780097400441,0.4693676296889637,0.032690989152715524,0.007107304591758579,0.0,0.6243565457562605,0.0,0.17904150370094513,0.17069941930886773,0.7148000604608684,0.04845637008483108,0.00667572021484375,0.0,0.7674470016525852,0.0
