epoch,lr,train_total,train_seg,train_dice,train_ce,train_diff,train_conf,train_mri,train_w_conf,val_total,val_seg,val_dice,val_ce,val_diff,val_conf,val_mri,val_w_conf
1,9.999383162408304e-05,0.7180251556284287,0.6995496719491248,0.09717603315519974,0.41680087721815295,0.07496828565410539,0.38302099978660836,1.0978346437507984,0.0,0.6536963635020786,0.6374561799897088,0.10669674517046436,0.3082836742202441,0.02356024848090278,0.19853592360806133,1.388392939998044,0.0
2,9.997532801828658e-05,0.6268920620282491,0.6141702891564836,0.04779024492072807,0.24776015532951728,0.010454768760531556,0.07311456068293375,1.1676325244938626,0.0,0.6021839651796553,0.5850342760483423,7.068545822593262e-10,0.21037768613961008,0.013755967881944444,0.028915156724138392,1.577440613342656,0.0
3,9.994449374809851e-05,0.5818896669967502,0.567174584608452,0.009676618352661067,0.16052855438753671,0.006628137476303998,0.0007058433254190045,1.405227290736694,0.0,0.5552448199854957,0.5338737797405985,0.0010085918377861836,0.13502028377519715,0.007247416178385416,0.0315785100360194,2.0646428361535074,0.0
4,9.990133642141359e-05,0.54667187490884,0.5292772373732398,0.212718048734527,0.11051813343576357,0.013564869001799939,0.0007986108966767513,1.603798754308738,0.0,0.5043660299645529,0.4797052524156041,0.5085659840410837,0.1003290874676572,0.007835133870442709,0.03353822091076937,2.3877144560217856,0.0
5,9.98458666866564e-05,0.518144641787398,0.49771964088374493,0.2678843519427312,0.0784271999317057,0.010700779335171568,0.0013551341378308065,1.9354939848622854,0.0,0.47516101598739624,0.44638100680377746,0.424845376632061,0.09585092527170976,0.0075198703342013885,0.01649568657384306,2.8028038163979847,0.0
6,9.9778098230154e-05,0.488621158693351,0.4655873288710912,0.2826167964461683,0.058571368050487606,0.010753078086703432,0.00357332950305723,2.195861755516015,0.0,0.42812707995375,0.39753955925504364,0.4846445960937042,0.06460546737329828,0.012232632107204862,0.00013839788850226063,2.9364105734560226,0.0
7,9.9698047772759e-05,0.45977607004198373,0.4350917057663787,0.3118480126527235,0.04707397575508438,0.011534507601868872,-3.1072892464579543e-07,2.3530947972454275,0.0,0.36956326622102,0.3390050618184937,0.5334528650936469,0.05246753365629249,0.011684841579861112,5.564650956943751e-05,2.9389783951971267,0.0
8,9.96057350657239e-05,0.43272647469067105,0.4087653773380261,0.32863980434837314,0.03922476305754161,0.010780065199908088,-3.317163261872389e-07,2.288314665006656,0.0,0.3372074561400546,0.3132405370887783,0.5269452893967761,0.06115807841221491,0.008252800835503473,8.829568466145095e-05,2.314174774620268,0.0
9,9.950118288582787e-05,0.41301883403577055,0.3904762034760971,0.33954465971239767,0.03769903322179601,0.011348859001608456,-3.34271696583188e-07,2.140780045019061,0.0,0.30609826905032,0.28331138723426397,0.558481442506632,0.05372799577760613,0.012989128960503473,0.0001168962045874701,2.148818994230694,0.0
10,9.938441702975689e-05,0.3946396757720732,0.3751105853447727,0.345879466786901,0.03374516974550252,0.009774974748200061,-3.772755321297808e-07,1.855168178560687,0.0,0.2953460386229886,0.2790328770255049,0.5473025207724099,0.06490274038709079,0.006387752956814236,8.031786815539337e-05,1.5674433261156082,0.0
11,9.925546630773869e-05,0.37576862703643593,0.35911258799480456,0.3658119896448392,0.03559512124059028,0.009149603750191483,-3.396962329971438e-07,1.5741135596060285,0.0,0.26326864601837263,0.2464681196750866,0.5969795435425952,0.04999189960847919,0.009932623969184028,6.411421601594863e-05,1.58075610101223,0.0
12,9.911436253643444e-05,0.3772077797528575,0.3626277988593952,0.3509146990631674,0.03862613404384248,0.009208290249693628,-4.1071859484847496e-07,1.3659274117911564,0.0,0.2591055593556828,0.24526249203417036,0.5973473265743636,0.0526910182256769,0.006038750542534722,7.837239763577801e-05,1.3239158703221214,0.0
13,9.896114053108829e-05,0.37057726529299045,0.35752907433346204,0.35636333900080674,0.03703290990864237,0.009114284141390932,-3.175981555908589e-07,1.2136863738517552,0.0,0.28592361075182754,0.2724389850679371,0.5423472762203428,0.06829924136529573,0.0145599365234375,0.00010176769177784687,1.2028682407405642,0.0
14,9.879583809693738e-05,0.3526028769273384,0.3403200651939009,0.3943381268758143,0.03973118021248785,0.010276255888097427,-2.329110862136725e-07,1.1255165713090522,0.0,0.25102623980492356,0.2402003749170237,0.5977459496149659,0.05996293056329402,0.0129791259765625,6.467047166154316e-05,0.9528084586064021,0.0
15,9.861849601988384e-05,0.35682084252144775,0.3457322078592637,0.3752238816124036,0.03632065063164405,0.01177508784275429,-4.4088528260367775e-07,0.9911232534576865,0.0,0.24279558913161356,0.23345021096368632,0.6102610716204062,0.05452839228997214,0.014158460828993056,5.866306735997639e-05,0.7929743899239434,0.0
16,9.842915805643157e-05,0.350935517689761,0.3402454587028307,0.3959802681831837,0.03758442807773142,0.010642317229626226,-5.764412271122076e-07,0.9625757938214377,0.0,0.23886498879227375,0.22867619620843066,0.6181055777528333,0.05598106672469941,0.015871514214409722,4.5224409131429235e-05,0.8601518845392598,0.0
17,9.822787092288992e-05,0.35194373531084433,0.3423773677179626,0.3824057325627531,0.03721445470468561,0.009139595779718138,-6.55815207678654e-07,0.8652436983059434,0.0,0.2330515244561765,0.2241122074632181,0.6243205909273744,0.056799097242118374,0.009152052137586806,3.2194298674110336e-05,0.8024299169580141,0.0
18,9.801468428384718e-05,0.3496483985992039,0.34038716591164175,0.3898170350355834,0.038172767455598305,0.00953542671951593,-5.58405689387271e-07,0.830771566080112,0.0,0.24853862275679905,0.2397406598346101,0.5974708514838528,0.06367386278321242,0.011435275607638889,5.533930458278115e-05,0.7654359138674206,0.0
19,9.778965073991652e-05,0.3439905641710057,0.3348462929109148,0.4011862757054997,0.04080616797003256,0.009801767386642157,-5.695579977435909e-07,0.8164036487831788,0.0,0.2360006857663393,0.22700338063554631,0.6191286423005157,0.05961288224401263,0.01273345947265625,4.6555514589070097e-05,0.7723896173967255,0.0
20,9.75528258147577e-05,0.3464852083474398,0.3375364181676916,0.39727185775707663,0.03609536292479235,0.009969793581495098,-4.48335950990943e-07,0.7951927925733959,0.0,0.2400385536460413,0.23054626509547232,0.6104568218633125,0.061460065482080814,0.009041849772135417,5.0416808433182167e-05,0.8588120573924647,0.0
21,9.730426794137729e-05,0.34291776625403003,0.3346417942467858,0.39541997165976306,0.03586820361761413,0.007651235543045343,-1.3509434888793879e-07,0.7510879306816587,0.0,0.23547018294533092,0.22671426350457802,0.620178549409492,0.05769023137399927,0.010743035210503472,0.0001538455830541352,0.7681669487307469,0.0
22,9.70440384477113e-05,0.3399135008965637,0.3317456465871895,0.4008588464980511,0.036529827994344684,0.008190349504059436,-3.214258375441706e-07,0.7348715484288393,0.0,0.24590978881137238,0.23661289982911612,0.6047821449869895,0.058459872257662936,0.008498467339409722,4.0199894908710124e-05,0.8447090177900262,0.0
